,geometry,type,description
2355,"LINESTRING (-106.880653903 36.776262596, -106.880625501 36.775942095, -106.879828706 36.775369897, -106.879145801 36.775118098, -106.878776103 36.774729095, -106.877979301 36.7744544, -106.877950802 36.774065293, -106.877381705 36.7731039, -106.8769833 36.772852093, -106.875589304 36.772554599, -106.875162505 36.772394396)",tributary,Tributary river flows upstream of USGS-08290000
2356,"LINESTRING (-106.399029307 36.661388896, -106.399171405 36.661411695, -106.400847606 36.660655797, -106.404000804 36.658159398, -106.404938303 36.657655597, -106.408290602 36.656349599, -106.409483403 36.655410498, -106.410477303 36.654311299, -106.4117551 36.6524565, -106.412975401 36.649914794, -106.413344502 36.649365194, -106.413884006 36.648975797, -106.414764605 36.648586296, -106.417236 36.647898495, -106.420219004 36.647714093, -106.422236405 36.647804894)",tributary,Tributary river flows upstream of USGS-08290000
2357,"LINESTRING (-106.402795501 36.629290596, -106.403647706 36.629496396, -106.404357903 36.629839599, -106.405096807 36.630457498, -106.406176701 36.631784998, -106.406745106 36.632380098, -106.407398701 36.632791996, -106.408847407 36.632928796, -106.409529202 36.633203395, -106.410353504 36.634164698, -106.410524204 36.634622499, -106.410610005 36.635835893, -106.410185002 36.638194099, -106.410328202 36.640506394, -106.410783306 36.641559295, -106.411238305 36.642245993, -106.412289903 36.643184297, -106.413938105 36.643984899, -106.416439004 36.645540893, -106.417717703 36.645998195, -106.419081606 36.646157898, -106.420417204 36.646569394, -106.421241306 36.646935396, -106.422179401 36.647690497, -106.422236405 36.647804894)",tributary,Tributary river flows upstream of USGS-08290000
2358,"LINESTRING (-106.608511403 36.696070798, -106.608653501 36.696025096, -106.610586807 36.693781793, -106.611326002 36.693255298, -106.611809202 36.693095095, -106.614140101 36.692889199, -106.614623301 36.692705996, -106.615021303 36.692293994, -106.615874104 36.6911036, -106.616215304 36.690760195, -106.616812207 36.690508395, -106.617977604 36.690371096, -106.618603006 36.690187998, -106.619427301 36.689546898, -106.620080903 36.689272195, -106.621217906 36.689089097, -106.621672802 36.688928895, -106.6219569 36.688676998, -106.622155905 36.688333593, -106.622184306 36.687829897, -106.622411706 36.687165998, -106.622894906 36.6867081)",tributary,Tributary river flows upstream of USGS-08290000
2359,"LINESTRING (-106.786936402 36.768197097, -106.786851503 36.767830797, -106.786652505 36.767624594, -106.784889802 36.766616195, -106.783696301 36.765379094, -106.782814607 36.765080899, -106.782274604 36.764691293, -106.781905405 36.764233194, -106.781678401 36.763752393, -106.781308904 36.763431698, -106.780654706 36.763247997, -106.780284904 36.763293497, -106.779487602 36.763796397, -106.778946906 36.763841793, -106.777440101 36.763108097, -106.777242102 36.762283899, -106.7769012 36.761825696, -106.776759401 36.761413597, -106.776732206 36.760452196, -106.776391506 36.759971194, -106.7759085 36.7595817, -106.775140703 36.759283394, -106.773576505 36.758938797, -106.773036301 36.7587552, -106.771871001 36.757975899, -106.770704806 36.757814594, -106.770278305 36.757654093, -106.770022504 36.757470697, -106.769312702 36.756577298, -106.767125003 36.754606798)",tributary,Tributary river flows upstream of USGS-08290000
2360,"LINESTRING (-106.7103393 36.759674594, -106.709969103 36.759194195, -106.709171705 36.758462094, -106.708801106 36.757752798, -106.708231606 36.757341199, -106.706495501 36.756586999, -106.705698006 36.755763397, -106.705128007 36.754710793, -106.704786204 36.754253097, -106.704529501 36.753658094, -106.7043861 36.752422094, -106.704215206 36.752216198, -106.703247204 36.751484297, -106.702450402 36.751141496, -106.7019381 36.7508213, -106.700970605 36.750547297, -106.700856701 36.750409998, -106.700786404 36.750021197, -106.700729303 36.749837995, -106.700473003 36.749517694, -106.699761502 36.7493122, -106.699022003 36.749266997)",tributary,Tributary river flows upstream of USGS-08290000
2361,"LINESTRING (-106.628574707 36.776049696, -106.628660105 36.775523193, -106.628802307 36.775294296, -106.628830701 36.774950899, -106.628517702 36.774653293, -106.628489301 36.7744473, -106.628631502 36.774264097, -106.629229203 36.774080999, -106.629314505 36.773966499, -106.629314505 36.773623198, -106.629001506 36.7733256, -106.629001506 36.773119599, -106.629229106 36.772936396, -106.630424201 36.7724557, -106.6304527 36.772203796, -106.629968807 36.7715628, -106.629968807 36.771127895, -106.630224802 36.7706929, -106.630822405 36.770326599, -106.630850807 36.7700748, -106.630737007 36.769891694, -106.630822405 36.769662693, -106.631363004 36.769387998, -106.631932005 36.768884398, -106.632131107 36.7685638, -106.6324156 36.767533697, -106.632443905 36.766984299, -106.632671505 36.766205996, -106.632586107 36.7654735, -106.6321593 36.7649699, -106.631704107 36.764855497, -106.630594403 36.764878497, -106.629285507 36.764443494, -106.628261305 36.763779595, -106.627549902 36.763024196, -106.626838706 36.761856697, -106.626838602 36.761627898, -106.626468703 36.760895297, -106.626411803 36.7603001, -106.626696303 36.759750597, -106.627919607 36.758766294, -106.6284317 36.757896394, -106.628460206 36.7573241, -106.628318004 36.7570723, -106.627805904 36.7568205, -106.627692007 36.756660298, -106.627720505 36.756362699, -106.628004901 36.7559506, -106.627948001 36.755607195, -106.627009302 36.755492799, -106.626753204 36.755332597, -106.626525603 36.755012095, -106.626440205 36.754622899, -106.625729106 36.754165098, -106.625729002 36.753890395, -106.625985004 36.753203593, -106.626070306 36.752150498, -106.626297906 36.751784198, -106.626696207 36.751303494, -106.626667701 36.750708297, -106.626484104 36.750004999, -106.625971705 36.748173699, -106.626000203 36.747624293, -106.626142405 36.747372299, -106.626711205 36.7468687, -106.626739606 36.746548198, -106.626341403 36.746181898, -106.625601605 36.745243393, -106.625430904 36.744579695, -106.6256015 36.744350694, -106.625772201 36.744213395)",tributary,Tributary river flows upstream of USGS-08290000
2362,"LINESTRING (-106.584490605 36.785268493, -106.585629202 36.784810998, -106.586568505 36.784559496, -106.587877706 36.784536995, -106.588760205 36.784193896, -106.589187101 36.7839422, -106.589898705 36.783736393, -106.590325803 36.783370294, -106.590496704 36.783072695, -106.591322303 36.782409094, -106.5916356 36.781905495, -106.591692805 36.781310394, -106.592063107 36.7803948, -106.592376806 36.778815299, -106.592576206 36.778517798, -106.5929747 36.778174497, -106.5931172 36.777670898, -106.593259603 36.777510695, -106.593686506 36.777327694, -106.594768301 36.776343495, -106.595707402 36.7762523, -106.595935106 36.776069194, -106.596020602 36.775588393, -106.5964192 36.775016196, -106.596846104 36.774970494, -106.597187601 36.774833195, -106.5977 36.774352595, -106.599322006 36.774124093, -106.599749006 36.773574695, -106.600403607 36.773460396, -106.6011151 36.7728654, -106.602054305 36.772590898, -106.602480903 36.772911496, -106.602765702 36.772865795, -106.602765806 36.7724308, -106.603107303 36.772247799, -106.603078902 36.771675296, -106.603249803 36.771469295, -106.603676602 36.771423593, -106.6041888 36.771629795, -106.6044733 36.771423899, -106.604814902 36.771355294, -106.605526105 36.771469794, -106.605497703 36.771080695, -106.605754003 36.770897597, -106.605782501 36.770393893, -106.606693104 36.770096399, -106.607916705 36.770073794, -106.608485803 36.769821994, -106.608628206 36.769249797, -106.608685106 36.769043699, -106.609282807 36.768585898, -106.609396607 36.768402696, -106.6093399 36.767212398, -106.609510705 36.7669148, -106.610051401 36.7663197, -106.610848203 36.766159594, -106.611388803 36.765953593, -106.611616403 36.7655873, -106.611644901 36.765129499, -106.612840302 36.763847694, -106.612925701 36.763504393, -106.612499006 36.763206698, -106.612499103 36.762725994, -106.612214506 36.762428395, -106.612214707 36.761810295, -106.612044103 36.761535496, -106.611475103 36.761077695, -106.611019902 36.760848597, -106.611020006 36.760276295, -106.611190803 36.759978697, -106.610707201 36.759566694, -106.610479705 36.758788198, -106.610252105 36.758559294, -106.610195301 36.758330397, -106.610849805 36.757437699, -106.610906906 36.756865397, -106.611419007 36.755949795, -106.6120167 36.755514897, -106.612272806 36.754759498, -106.613012604 36.754759595, -106.613325402 36.754370399, -106.6139514 36.754187398, -106.614520401 36.754324794, -106.614605702 36.754233293, -106.614691101 36.7537525, -106.6150041 36.753454894, -106.615601502 36.7532719, -106.616711006 36.753180295, -106.616995506 36.7530431, -106.617080905 36.752836995, -106.617678307 36.752425, -106.6181335 36.751600899, -106.618759401 36.751532294, -106.619186103 36.751028694, -106.620011106 36.750616595, -106.620680906 36.750005394, -106.6207662 36.749501593, -106.6207093 36.748906493, -106.620851502 36.748700395, -106.621591106 36.748654597, -106.622131504 36.748334095, -106.622273803 36.748105094, -106.6223021 36.747670196, -106.622387506 36.747532897, -106.623041704 36.747120798, -106.623127006 36.7469377, -106.6225297 36.746868998, -106.622558102 36.746617198, -106.623013206 36.746411197, -106.623838104 36.745564096, -106.623838104 36.745335199, -106.624151006 36.744945996, -106.624606103 36.744808599, -106.625004202 36.744419396, -106.625772201 36.744213395)",tributary,Tributary river flows upstream of USGS-08290000
2363,"LINESTRING (-106.914393306 36.688728899, -106.914365105 36.6889349, -106.913314 36.689850897, -106.912831001 36.690057099, -106.911864802 36.690309294, -106.9113819 36.6906299, -106.910842307 36.691431299, -106.908967204 36.692713797, -106.908342101 36.693011597, -106.907802403 36.693515398, -106.907063805 36.694454096, -106.904364407 36.696011499, -106.903568804 36.696561195, -106.903000504 36.696721599, -106.902488805 36.696630195, -106.901721403 36.696721993, -106.901352003 36.6968823, -106.900812104 36.697500594, -106.900783904 36.6977982)",tributary,Tributary river flows upstream of USGS-08290000
2364,"LINESTRING (-106.934552103 36.698355496, -106.933272406 36.697761193, -106.930401504 36.697488099, -106.929520003 36.697236694, -106.928979903 36.697145395, -106.926990405 36.697192296, -106.926194504 36.697284296, -106.924262203 36.698040597, -106.922727503 36.698110096, -106.921988405 36.697995894, -106.920794204 36.697538696, -106.9198846 36.6974933, -106.919259503 36.697768293, -106.918577701 36.698249295, -106.917213805 36.698959395, -106.916702203 36.699097, -106.915082 36.699235097, -106.914712504 36.699074998, -106.913717106 36.6982743, -106.9132623 36.698022597, -106.9124377 36.697816998, -106.909823 36.6981842, -106.908231206 36.698070399, -106.9077764 36.698230699, -106.906923801 36.698299699, -106.906127803 36.698208399, -106.905218303 36.6982316, -106.904735103 36.698437795, -106.903939307 36.6985754, -106.903598301 36.698483899, -106.902489305 36.697866194, -106.901892401 36.6977062, -106.901380807 36.697660699, -106.900783904 36.6977982)",tributary,Tributary river flows upstream of USGS-08290000
2365,"LINESTRING (-106.875390202 36.798557594, -106.875386104 36.798295595, -106.876657404 36.797173999, -106.876724303 36.796538994, -106.877420604 36.795846999, -106.877330102 36.795226298, -106.877711706 36.794562794, -106.877557702 36.792891599, -106.877496004 36.7922628)",tributary,Tributary river flows upstream of USGS-08290000
2366,"LINESTRING (-106.929922104 36.798520595, -106.929010704 36.797582597, -106.928640604 36.7973997, -106.927501902 36.797102593, -106.925168306 36.797263995, -106.924513906 36.7974016, -106.923432201 36.797401994, -106.922607005 36.797516897, -106.920785405 36.797197096, -106.919931501 36.797220394, -106.919390805 36.797334999, -106.9191349 36.797632694, -106.918793403 36.797655694, -106.918508604 36.797495596, -106.917711601 36.797358595, -106.915605202 36.796535298, -106.914523505 36.796352595, -106.912929304 36.795780994, -106.912331603 36.795369193, -106.911705405 36.795117594, -106.911079206 36.795071997, -106.909371704 36.7953014, -106.908688501 36.795072794, -106.908033706 36.794523597, -106.907692201 36.794363499, -106.907094501 36.794363596, -106.905501001 36.795096494, -106.904988803 36.795188293, -106.902114302 36.795166098, -106.901858106 36.795006, -106.9018865 36.794548199, -106.902057104 36.794250496, -106.901971206 36.792991698, -106.901430301 36.792739995, -106.899865203 36.792625897, -106.8983282 36.792305797, -106.897730507 36.792077094, -106.897132702 36.791619293, -106.896905005 36.791230299, -106.895851806 36.790452294, -106.8955101 36.789857194, -106.895026304 36.789628394, -106.894314706 36.788758695, -106.893489301 36.788323998, -106.892379403 36.788118094, -106.892151602 36.787912197, -106.89181 36.787339993, -106.891497001 36.787088297, -106.8908424 36.786950998, -106.890443906 36.786722198, -106.889675505 36.786401793, -106.889390804 36.785875395, -106.889134601 36.785577893, -106.888508603 36.785417698, -106.888138607 36.785028599, -106.887597904 36.784868494, -106.886858001 36.784845695, -106.886146702 36.785097599, -106.8855206 36.7850748, -106.885008305 36.784685694, -106.884638406 36.784662798, -106.883984007 36.784433894, -106.883357905 36.784594297, -106.882874206 36.784594297, -106.882248104 36.784434095, -106.881593503 36.783884794, -106.880882107 36.783587299, -106.880625904 36.783243999, -106.880569004 36.782488599, -106.880199 36.7811611, -106.880199 36.780680396, -106.880768001 36.7797876, -106.880654104 36.777658798, -106.880369507 36.777269699, -106.880426407 36.776605897, -106.880653903 36.776262596)",tributary,Tributary river flows upstream of USGS-08290000
2367,"LINESTRING (-106.920685902 36.773552097, -106.920003206 36.773827098, -106.918523706 36.774079397, -106.916304901 36.774606794, -106.915764302 36.774583995, -106.9151382 36.774401195, -106.9143131 36.774492994, -106.913715705 36.774744995, -106.912776902 36.775019996, -106.911980502 36.775409393, -106.911525302 36.775409497, -106.910728507 36.775249593, -106.909875005 36.775318496, -106.909476601 36.775455996, -106.909192204 36.775707893, -106.908793904 36.775776595, -106.907086805 36.775868699, -106.905721001 36.775640197, -106.904924102 36.775136799, -106.904184401 36.775320098, -106.903530203 36.775800996, -106.902306706 36.7759616, -106.901595503 36.776350796, -106.901424907 36.776717193, -106.901396602 36.777197897, -106.901254401 36.777335197, -106.899575904 36.777953595, -106.8988932 36.778457299, -106.898751102 36.779372998, -106.898466706 36.779487498, -106.897613004 36.779373296, -106.896929905 36.778892696, -106.896303803 36.778732598, -106.895564102 36.778778493, -106.894169904 36.7789848, -106.893600807 36.778961994, -106.892633401 36.778756097, -106.8920357 36.778527297, -106.891608901 36.778618999, -106.890983105 36.779099695, -106.890641704 36.779763594, -106.890214905 36.780015498, -106.889446601 36.779969797, -106.888962902 36.7797639, -106.888223104 36.779328994, -106.887653902 36.779145993, -106.885918103 36.779054694, -106.884637706 36.779260799, -106.8836703 36.779306598, -106.8833289 36.779215097, -106.883015804 36.778734393, -106.882901907 36.777910396, -106.882361203 36.7772009, -106.881905906 36.776880495, -106.880653903 36.776262596)",tributary,Tributary river flows upstream of USGS-08290000
2368,"LINESTRING (-106.360583507 36.649532795, -106.361009605 36.650242597, -106.361719906 36.650769196, -106.361833505 36.651433095, -106.361975506 36.651662096, -106.362430103 36.651959695, -106.362998307 36.652211495, -106.363879107 36.653196096, -106.364816606 36.653516695, -106.364958704 36.653745599, -106.364759803 36.654363796, -106.364788204 36.654592693, -106.364958607 36.6548675, -106.365328006 36.655073494, -106.366294101 36.655050598, -106.367402203 36.655371197, -106.369277507 36.655233793, -106.3697889 36.655462697, -106.370499402 36.656447195, -106.370897204 36.6566533, -106.373284005 36.656538695, -106.374193102 36.656264, -106.374647804 36.656286895, -106.375244603 36.656469993, -106.375585504 36.6566073, -106.377432607 36.6575002, -106.379023902 36.658667594, -106.3797343 36.659010999, -106.380615205 36.659285694, -106.381752007 36.659743398, -106.382519305 36.660292797, -106.385844007 36.661047898, -106.388032101 36.6609331, -106.389168806 36.660658196, -106.390475802 36.660177194, -106.391271301 36.659787893, -106.393004507 36.659489997, -106.393800102 36.659283698, -106.394169502 36.659306496, -106.394851603 36.659558199, -106.395533703 36.660084695, -106.3959032 36.660496697, -106.396130905 36.661206394, -106.396358207 36.661435299, -106.396614 36.661549695, -106.397267506 36.661366396, -106.398461103 36.661457695, -106.399029307 36.661388896)",tributary,Tributary river flows upstream of USGS-08290000
2369,"LINESTRING (-106.368452907 36.678585798, -106.368794002 36.678379796, -106.369476102 36.6784027, -106.369930901 36.678585798, -106.370385706 36.679203898, -106.370812006 36.679524399, -106.371210001 36.679524496, -106.371750005 36.679318398, -106.372460604 36.679318398, -106.373938702 36.679478593, -106.374564007 36.679707497, -106.375587307 36.680417195, -106.376042105 36.680691794, -106.376496904 36.680829294, -106.377008505 36.680829197, -106.380362205 36.6795469, -106.382266305 36.677966997, -106.3842839 36.675768994, -106.384454302 36.675311096, -106.384567901 36.674234994, -106.384766802 36.673868693, -106.386187606 36.672861099, -106.387153804 36.672448896, -106.388034806 36.672334298, -106.390223205 36.672333993, -106.390990406 36.672173597, -106.391729303 36.671898693, -106.392951004 36.6708683, -106.393888801 36.670456, -106.3957927 36.670020595, -106.396275803 36.6697229, -106.397128001 36.668509297, -106.398917802 36.666997895, -106.399144903 36.666265197, -106.3991163 36.665830299, -106.3990025 36.665463895, -106.398178004 36.664502598, -106.398206204 36.663953096, -106.398404904 36.663289197, -106.398632102 36.662808396, -106.398802206 36.661938399, -106.399029307 36.661388896)",tributary,Tributary river flows upstream of USGS-08290000
2370,"LINESTRING (-106.606947504 36.698680498, -106.607175104 36.6979938, -106.607772201 36.697055094, -106.608397603 36.696299799, -106.608511403 36.696070798)",tributary,Tributary river flows upstream of USGS-08290000
2371,"LINESTRING (-106.809853204 36.785516798, -106.809739806 36.785058893, -106.808830202 36.783799499, -106.808233105 36.783318497, -106.807635807 36.783089198, -106.807265803 36.783066198, -106.806497402 36.783248797, -106.805842802 36.783248499, -106.805416003 36.783087999, -106.803254604 36.781804897, -106.803112507 36.781644493, -106.802970804 36.780980699, -106.802657902 36.780774496, -106.8011785 36.780567594, -106.800467402 36.780269593, -106.799870402 36.7797198, -106.799273103 36.779467694, -106.797964305 36.779260799, -106.797594607 36.778985895, -106.797196902 36.778390497, -106.796542704 36.778184094, -106.796286702 36.778023593, -106.796144702 36.777725995, -106.795917206 36.777542695, -106.795234703 36.777176, -106.794666201 36.776580498, -106.794126004 36.776282594, -106.793585405 36.776144899, -106.7923619 36.776235595, -106.791167207 36.775754094, -106.790371306 36.775158398, -106.789859205 36.774974898, -106.789518401 36.774448097, -106.789063305 36.774333395, -106.787669003 36.774401098, -106.787469901 36.774286397, -106.786986701 36.773874, -106.787044205 36.773347698, -106.786959201 36.773049995, -106.786191501 36.772591598, -106.786220402 36.772156693, -106.786876 36.771104194, -106.787104502 36.770417698, -106.787133403 36.770051397, -106.786963306 36.769501999, -106.787021004 36.768769398, -106.786936402 36.768197097)",tributary,Tributary river flows upstream of USGS-08290000
2372,"LINESTRING (-106.782124102 36.771443993, -106.782721706 36.7714215, -106.783831507 36.771193497, -106.784372501 36.770896293, -106.785085 36.769935496, -106.785569206 36.769546695, -106.785911404 36.768791594, -106.786196202 36.768539898, -106.786936402 36.768197097)",tributary,Tributary river flows upstream of USGS-08290000
2373,"LINESTRING (-106.5914248 36.809078395, -106.591994502 36.8084604, -106.593475103 36.807842799, -106.593760006 36.807362095, -106.594016306 36.807133295, -106.595468305 36.806607097, -106.596664503 36.804982096, -106.597376406 36.804501399, -106.599995703 36.803403199, -106.600394301 36.802945495, -106.601277001 36.802213095, -106.603013605 36.801526695, -106.603184506 36.801160395, -106.6037255 36.800702699, -106.604465902 36.800267793, -106.604722105 36.800016098, -106.604779102 36.799535297, -106.6051208 36.799375199, -106.605433904 36.7990776, -106.606060207 36.798940398, -106.606288001 36.798688598, -106.606686503 36.798459798, -106.606886007 36.797658496, -106.607113801 36.7972923, -106.607711606 36.796994798, -106.6079963 36.796376593, -106.608679503 36.796147794, -106.609305806 36.795735799, -106.610159703 36.795667395, -106.610529803 36.795484297, -106.6112414 36.795438595, -106.612038404 36.795255497, -106.6133762 36.794523098, -106.613660902 36.794500194, -106.614344001 36.793973796, -106.614941902 36.793836497, -106.615311801 36.7941112, -106.616137207 36.7941342, -106.616962701 36.794271499, -106.617588803 36.793973997, -106.617674306 36.793447398, -106.617930502 36.7932643, -106.618755907 36.793241493, -106.619154401 36.793126993, -106.620264404 36.793516293, -106.620549001 36.793699294, -106.620577507 36.793836698, -106.620805204 36.793996997, -106.621089906 36.793928295, -106.621146806 36.793287396, -106.621459901 36.793058395, -106.621886902 36.792211398, -106.622342207 36.792005494, -106.622598402 36.791685, -106.623338506 36.791639194, -106.623936102 36.791112594, -106.624960802 36.791112699, -106.625103101 36.790929496, -106.625046104 36.790334396, -106.625330806 36.789876498, -106.625587001 36.789784998, -106.626156203 36.789853595, -106.6262132 36.789761998, -106.626042403 36.789533094, -106.626042403 36.789235495, -106.626497701 36.788869299, -106.626810707 36.788319796, -106.628233805 36.787701696, -106.628461406 36.787518598, -106.628432907 36.787060797, -106.628603801 36.786671497, -106.628119804 36.786282495, -106.627892107 36.785664298, -106.627294406 36.785183594, -106.627294406 36.7849776, -106.627522103 36.784542598, -106.627892107 36.784336597, -106.628489606 36.783603996, -106.628489606 36.782528199, -106.628262006 36.782138996, -106.628034301 36.781955898, -106.627465203 36.781841494, -106.627209105 36.781704098, -106.627180606 36.781177595, -106.626725204 36.7809029, -106.626696706 36.780444995, -106.626241401 36.780307695, -106.626241505 36.779895499, -106.626127601 36.7797582, -106.626099102 36.7795064, -106.626184501 36.779368997, -106.6268389 36.779185899, -106.627095103 36.778911196, -106.627237305 36.778499097, -106.627237402 36.778247394, -106.627721101 36.7780184, -106.627721004 36.777697898, -106.628176406 36.7774003, -106.6282048 36.776782297, -106.6283186 36.776484594, -106.628574707 36.776049696)",tributary,Tributary river flows upstream of USGS-08290000
2374,"LINESTRING (-106.642949201 36.793240197, -106.642778404 36.793102793, -106.642721407 36.792645, -106.642835103 36.792232893, -106.643404201 36.791637696, -106.643660307 36.791271396, -106.643660106 36.790676095, -106.643432401 36.790218294, -106.642834604 36.789760597, -106.642834403 36.788867794, -106.642521307 36.788638897, -106.641724303 36.788387299, -106.6415819 36.788272895, -106.641525 36.7880897, -106.640272401 36.786716394, -106.6402153 36.785960898, -106.639788404 36.785548896, -106.639333002 36.7852972, -106.638137706 36.785114199, -106.637881406 36.784862399, -106.637852907 36.784519099, -106.637255207 36.783992596, -106.636657402 36.783786699, -106.6362876 36.783878297, -106.636031404 36.784038499, -106.635604501 36.784130096, -106.6347792 36.783557899, -106.634153105 36.783489294, -106.633754604 36.783306196, -106.6334415 36.783008493, -106.633356102 36.782756694, -106.633327603 36.782230198, -106.6334415 36.781978495, -106.633896701 36.781474695, -106.634067401 36.7808109, -106.6343235 36.780650593, -106.635262601 36.780490294, -106.635490306 36.780261397, -106.635717802 36.779689096, -106.635803103 36.779231295, -106.635746107 36.778819196, -106.6353762 36.77843, -106.634579301 36.7782012, -106.633099504 36.778109796, -106.632530302 36.7779954, -106.631904207 36.777606294, -106.631164305 36.777468897, -106.630936705 36.7776291, -106.630396001 36.777697794, -106.629855305 36.777514793, -106.629542306 36.777240098, -106.6294569 36.776415899, -106.629257701 36.776209898, -106.628574707 36.776049696)",tributary,Tributary river flows upstream of USGS-08290000
2375,"LINESTRING (-106.864801407 36.806774996, -106.865256801 36.806614794, -106.865968503 36.806591898, -106.867334805 36.806820899, -106.8677333 36.806797996, -106.867904104 36.806591995, -106.868217304 36.805859596, -106.8685304 36.805378899, -106.869327404 36.804738, -106.870636702 36.8041199, -106.870864503 36.803845197, -106.870836206 36.802975394, -106.871177703 36.802654997, -106.872202501 36.802220196, -106.872600906 36.8019455, -106.8728856 36.801556297, -106.873141803 36.800869696, -106.873341002 36.800594896, -106.8735971 36.800411694, -106.874479301 36.799999699, -106.874934703 36.799679197, -106.875276305 36.799267195, -106.875447102 36.798717894, -106.875390202 36.798557594)",tributary,Tributary river flows upstream of USGS-08290000
2376,"LINESTRING (-106.602085501 36.703052394, -106.603336401 36.702915199, -106.603876606 36.702709198, -106.604189403 36.702457398, -106.605014101 36.700923793, -106.605383702 36.700603299, -106.606321901 36.700122595, -106.606634706 36.699779294, -106.606947504 36.698680498)",tributary,Tributary river flows upstream of USGS-08290000
2377,"LINESTRING (-106.602085501 36.703052394, -106.602057107 36.702869199, -106.602284603 36.702548794, -106.603592403 36.701908, -106.604274802 36.701267093, -106.604559407 36.700511694, -106.605213307 36.6996876, -106.606663302 36.698726296, -106.606947504 36.698680498)",tributary,Tributary river flows upstream of USGS-08290000
2378,"LINESTRING (-106.812696204 36.788906097, -106.812667906 36.788722895, -106.811757803 36.788035698, -106.810506605 36.786844797, -106.810222402 36.786432594, -106.809853204 36.785516798)",tributary,Tributary river flows upstream of USGS-08290000
2379,"LINESTRING (-106.751437403 36.798267797, -106.751665503 36.797993399, -106.751809306 36.797100693, -106.751724407 36.796803094, -106.750900701 36.795726396, -106.750596002 36.795120195, -106.750396401 36.794868596, -106.750366807 36.794158898, -106.750593901 36.7938153, -106.750961602 36.7932541, -106.753383502 36.791516997, -106.755120806 36.790717393, -106.755890407 36.790008597, -106.756317705 36.789734297, -106.757940903 36.789049193, -106.759221703 36.7889589, -106.763005905 36.789534599, -106.763802305 36.789878696, -106.766929902 36.791941695, -106.767612606 36.792262696, -106.768665306 36.792515494, -106.770571902 36.792677395, -106.771112904 36.792494699, -106.771768004 36.792060398, -106.772195503 36.791625798, -106.774731301 36.789476193, -106.775843203 36.787943393, -106.776328206 36.786982298, -106.776357405 36.786387295, -106.776557207 36.785929494, -106.777212501 36.7853349, -106.777527206 36.784121893, -106.778069004 36.783206798, -106.778098501 36.782382794, -106.778212801 36.781993695, -106.7784703 36.780803598, -106.778870106 36.779773697, -106.778900303 36.778331697, -106.778674304 36.7770954, -106.778760307 36.776546098, -106.7789599 36.776157096, -106.779814802 36.775196299, -106.780527607 36.773960799, -106.780528404 36.773434296, -106.780415006 36.772976398, -106.780473404 36.771831997, -106.780644402 36.771534495, -106.781071506 36.771305799, -106.781640604 36.7712605, -106.782124102 36.771443993)",tributary,Tributary river flows upstream of USGS-08290000
2380,"LINESTRING (-106.683808804 36.777019493, -106.682955004 36.776813895, -106.681446202 36.776013397, -106.679140106 36.774114497, -106.678343005 36.773771495, -106.677802302 36.773611397, -106.6774607 36.7734285, -106.677005105 36.772925094, -106.676976301 36.772444293, -106.676691502 36.772169694, -106.675240003 36.771666795, -106.674671002 36.771735698, -106.674386501 36.771873198, -106.674386807 36.772376798, -106.674728602 36.772765793, -106.674757205 36.773086295, -106.6744444 36.773315296, -106.6734199 36.773224197, -106.672708601 36.773293093, -106.672225207 36.773773998, -106.671143904 36.773751594, -106.670717202 36.773934893, -106.669949301 36.774621896, -106.6693803 36.774850994, -106.667986102 36.775126293, -106.667246401 36.775469899, -106.666563705 36.775882199, -106.6657959 36.776706494, -106.662154302 36.778516196, -106.661244005 36.779111698, -106.659935102 36.779501297, -106.659195602 36.780188195, -106.658598103 36.780508898, -106.656663001 36.780555099, -106.655980207 36.780944496, -106.655695602 36.781013295, -106.654671103 36.780990697, -106.654045001 36.780876294, -106.653049007 36.780922398, -106.652223803 36.781403296, -106.651256204 36.781403497, -106.650630303 36.781769998, -106.650431201 36.781975999, -106.650146805 36.782868899, -106.649890706 36.783097893, -106.649293303 36.783487096, -106.649208002 36.783761799, -106.6477568 36.7845404, -106.6475861 36.784746498, -106.647500902 36.785524793, -106.6471029 36.786486395, -106.646647602 36.786898494, -106.646249406 36.787791297, -106.646164306 36.788890094, -106.645709105 36.7898058, -106.645823203 36.790584199, -106.645738006 36.791156493, -106.645254306 36.791637294, -106.645169005 36.792003594, -106.644201405 36.792690493, -106.643888406 36.793010995, -106.6435754 36.793194294, -106.642949201 36.793240197)",tributary,Tributary river flows upstream of USGS-08290000
